checking_account,duration,credit_history,purpose,credit_amount,savings_account,employment,installment_rate,personal_status,other_debtors,residence_since,property,age,other_installments,housing,existing_credits,dependents,foreign_worker,Score,Bad,Split
-0.8180987056949414,36,-0.08831861697739624,0.7738360918100882,8335,0.7042460736279941,0.2355660713127669,3,0.165547606523481,0.0005250722094907142,4,-0.5860823611235859,47,0.12117862465752169,-0.4726044109457929,1,1,-0.03486726879564034,506,1,train
1.176263222898176,12,-0.08831861697739624,0.41006281735679384,804,-0.2713578444628324,0.2355660713127669,4,0.165547606523481,0.0005250722094907142,4,-0.034191364748279426,38,0.12117862465752169,0.19415601444095756,1,1,-0.03486726879564034,637,0,train
-0.8180987056949414,36,0.733740577525199,-0.0955565155612054,5371,-0.2713578444628324,-0.03210324538441743,3,0.165547606523481,0.5877866649021191,2,-0.028573372444056,28,0.12117862465752169,0.19415601444095756,2,1,-0.03486726879564034,484,0,train
-0.4013917827205285,36,-1.1349799328389847,-0.15415067982725836,3990,0.7042460736279941,-0.4708202891522916,3,-0.23534083455727162,0.0005250722094907142,2,-0.5860823611235859,29,-0.4836298809575007,0.19415601444095756,1,1,-0.03486726879564034,320,0,train
-0.4013917827205285,48,-0.08831861697739624,-0.359200487698769,8487,0.7042460736279941,0.39441527192157944,1,-0.23534083455727162,0.0005250722094907142,2,-0.034191364748279426,24,0.12117862465752169,0.19415601444095756,1,1,-0.03486726879564034,475,0,train
1.176263222898176,24,0.733740577525199,0.7738360918100882,2346,-0.2713578444628324,0.39441527192157944,4,0.165547606523481,0.0005250722094907142,3,-0.034191364748279426,35,0.12117862465752169,0.19415601444095756,2,1,-0.03486726879564034,673,0,train
-0.4013917827205285,20,-0.08831861697739624,0.7738360918100882,6468,0.7042460736279941,-0.3192304301867068,1,-0.4418327522790392,0.0005250722094907142,4,0.46103495926297494,60,0.12117862465752169,0.19415601444095756,1,1,-0.03486726879564034,583,0,train
1.176263222898176,12,0.733740577525199,-0.6061358035703156,701,-0.2713578444628324,-0.03210324538441743,4,0.165547606523481,0.0005250722094907142,2,-0.034191364748279426,32,0.12117862465752169,0.19415601444095756,2,1,-0.03486726879564034,579,0,train
-0.4013917827205285,48,-1.1349799328389847,-0.359200487698769,12169,0.7042460736279941,-0.3192304301867068,4,0.165547606523481,-0.6021754023542187,4,-0.5860823611235859,36,0.12117862465752169,-0.4726044109457929,1,1,-0.03486726879564034,267,0,train
-0.4013917827205285,12,-0.08831861697739624,-0.359200487698769,836,-0.1395518804061056,-0.4708202891522916,4,-0.23534083455727162,0.0005250722094907142,2,-0.028573372444056,23,-0.4836298809575007,0.19415601444095756,1,1,-0.03486726879564034,356,1,train
